"id","timestamp","body","recipient_id","user_id","sid"
588,"2021-06-14 18:48:36.650897+00","Nein? 😲 Ich habe eben die gesamte Bude geputzt und nichts gefunden 😱",29,23,16
589,"2021-06-14 18:48:37.915096+00","Wäre doch wirklich mal an der Zeit für eine angemessene Klimapolitik! 👀",28,17,18
590,"2021-06-14 18:48:40.018264+00","das verstehe ich ... 😊",21,14,3
591,"2021-06-14 18:48:40.849848+00","aber dem Auto geht es nicht gut 😱😢",15,24,19
592,"2021-06-14 18:48:41.428826+00","Ich weiß, sowas doofes! Dann machen wir es nach deiner Bachelorarbeit, dann hast du weniger Stress 🥰",26,25,3
593,"2021-06-14 18:48:44.642071+00","Nach der Besprechung mit dem Prof, merkte ich, dass es noch nicht reichte, was ich bisher niedergeschrieben habe...😢",14,21,3
594,"2021-06-14 18:48:45.717022+00","puh da bin ich beruhigt 🥰",24,15,19
595,"2021-06-14 18:48:54.942331+00","dann lass uns gleich drauf einen Termin finden ... 🥰",21,14,3
596,"2021-06-14 18:48:59.24788+00","Viel Erfolg beim schreiben, wird schon alles klappen 😊",26,25,3
597,"2021-06-14 18:48:59.765305+00","Ist der Wagen versichert👀?😱",15,24,19
598,"2021-06-14 18:49:00.388351+00","Nein, nicht so schlimm. Aber ich musste ihn gerade abschleppen lassen. 😢",27,18,19
599,"2021-06-14 18:49:00.921282+00","Das ist so nett von Dir. Vielen Dank an Dich 😊🥰",19,22,5
600,"2021-06-14 18:49:05.906421+00","Ich versuche es irgendwie einzurichten, dass wir uns trotzdem die Tage mal kurz treffen können, falls du denn überhaupt noch willst 👀",25,26,3
601,"2021-06-14 18:49:07.922663+00","👀Eigentlich interessiert es mich ja gar nicht. Aber die wollen ja alles verbieten.😡",17,28,18
602,"2021-06-14 18:49:11.212041+00","gut dass ich zuerst an mein auto denke und mich nicht nach deinem Wohlergehen erkundige, das war nicht okay von mir 🤢",18,27,19
603,"2021-06-14 18:49:11.335998+00","weh... das klingt natürlich nicht so gut 😱",21,14,3
604,"2021-06-14 18:49:13.429356+00","Und du revanchierst dich mit einem Bier ? 👀😊🥰",22,19,5
605,"2021-06-14 18:49:14.320333+00","Oh, das ist jetzt aber garnicht gut. 😱",23,29,16
606,"2021-06-14 18:49:18.006388+00","Danke dir! 🥰",25,26,3
607,"2021-06-14 18:49:25.262912+00","Ja ich weiß...das tut mir auch echt leid, aber weißt du, meine Mutter ist gerade so krank und ich muss mich um sie kümmern..😢 Ich geh deswegen gerade echt auf Zahnfleisch...😢",11,12,5
608,"2021-06-14 18:49:28.755761+00","schaffst du das noch in 2 Wochen? 👀😱",21,14,3
609,"2021-06-14 18:49:30.31271+00","Ja klar 🥰  Sag einfach Bescheid, wenn es passt 😊",26,25,3
610,"2021-06-14 18:49:34.876786+00","Wir warten gerade auf die Einschätzung der Werkstatt. Aber das sieht nicht gut aus😱😢",15,24,19
611,"2021-06-14 18:49:35.44612+00","Sie rufen mich spaeter an, wie teuer es werden wird. 😢 Es tut mir soooooo Leid!! 😢😢",27,18,19
612,"2021-06-14 18:49:36.014483+00","Na klar, das geht auf mich 😊",19,22,5
613,"2021-06-14 18:49:36.098062+00","ja klar 😊 hab zum glück letzte woche noch eine abgeschlossen",24,15,19
614,"2021-06-14 18:49:38.25895+00","ist dem radfahrer etwas schlimmes passiert? und wie geht es dir ? 😱",18,27,19
615,"2021-06-14 18:49:40.16475+00","Bis dann 😊",25,26,3
616,"2021-06-14 18:49:43.388665+00","Szenario 5 beendet",22,19,5
617,"2021-06-14 18:49:45.947478+00","Szenario 3 beendet",25,26,3
618,"2021-06-14 18:49:47.638842+00","Ziemlich viele Dellen 😢",15,24,19
619,"2021-06-14 18:49:47.881838+00","Beginne Szenario 6",22,19,6
620,"2021-06-14 18:49:57.536503+00","nein kein Problem, mach dir keine sorgen ! 🥰",18,27,19
621,"2021-06-14 18:49:58.642047+00","Bist du dir sicher, dass du ihn zu mir mitgenommen hast?👀",29,23,16
622,"2021-06-14 18:50:01.867398+00","Beginne Szenario 4",26,25,4
623,"2021-06-14 18:50:05.066647+00","Nein, alles okay. Er ist dann mit dem Bus weiter gefahren. 😲",27,18,19
624,"2021-06-14 18:50:07.043408+00","Oh man sorry das wusste ich nicht! 😲😢 hättest du was gesagt.. das verstehe ich natürlich total!",12,11,5
625,"2021-06-14 18:50:09.903892+00","Hi 😊",25,26,4
626,"2021-06-14 18:50:11.305485+00","Ich bin mir ziemlich sicher, dass ich es gestern bei dir vergessen habe. 😲",23,29,16
627,"2021-06-14 18:50:12.078115+00","Hey 😊",26,25,4
628,"2021-06-14 18:50:14.343445+00","Gott sei Dank😊🥰 Du kannst nicht glauben wie sehr mich das freut zu hören😊",15,24,19
629,"2021-06-14 18:50:14.634847+00","Hey!! endlich ist wieder gutes Wetter und die Regeln sind etwas gelockert 😊",22,19,6
630,"2021-06-14 18:50:18.334461+00","Szenario 19 beendet",15,24,19
631,"2021-06-14 18:50:21.970492+00","solange euch nichts schlimmes passiert ist bin ich happy 😊",18,27,19
632,"2021-06-14 18:50:24.352764+00","Abgabe ist Donnerstag 12 Uhr in 2 Wochen, können Abends gleich was machen?😊👀",14,21,3
633,"2021-06-14 18:50:28.607267+00","Mir geht es okay. Das ist mir nur so peinlich 😢",27,18,19
634,"2021-06-14 18:50:30.714736+00","ich wollte sooo gerne aufs Modular Festival gehen 👀😊🥰",22,19,6
635,"2021-06-14 18:50:36.144757+00","Ich habe einen neuen Snack entdeckt, denn musst du unbedingt mal probieren 😲",25,26,4
636,"2021-06-14 18:50:36.736626+00","Danke Dir 🥰",27,18,19
637,"2021-06-14 18:50:37.290141+00","aber hast du mal die Preise gesehen ?😡",22,19,6
638,"2021-06-14 18:50:41.071945+00","Beginne Szenario 20",15,24,20
639,"2021-06-14 18:50:44.805713+00","Vergiss was ich geschrieben hab! 😢 Kümmer du dich um deine Mutter 😊",12,11,5
640,"2021-06-14 18:50:45.67266+00","nein das muss es nicht! 🥰",18,27,19
641,"2021-06-14 18:50:47.732045+00","Wenn du was brauchst meld dich einfach 🥰",12,11,5
642,"2021-06-14 18:50:52.714348+00","Ja das hätte ich wahrscheinlich vorher erwähnen sollen, bevor ich die alle meine Aufgaben gebe und immer so früh abhaue😢",11,12,5
643,"2021-06-14 18:50:53.299665+00","ich drücke dir die Daumen 🥰😊 und wir treffen uns am Do um 12:01h ... 👀",21,14,3
644,"2021-06-14 18:50:54.161762+00","Also ich habe wirklich jedes Eck abgesucht in der Wohnung, weil beim letzten Mal jemand etwas vergessen hatte. 😲",29,23,16
645,"2021-06-14 18:50:54.313627+00","Ich zahle natuerlich alle aufkommenden Kosten😢",27,18,19
646,"2021-06-14 18:50:57.342892+00","Ja! 😱",23,29,16
647,"2021-06-14 18:51:01.527033+00","Was würdest Du denn sagen, wenn ich Dich einladen würde? 👀😊🥰",19,22,6
648,"2021-06-14 18:51:02.307797+00","diesmal wirklich - ich freue mich 🥰",21,14,3
649,"2021-06-14 18:51:03.339889+00","Cool, du weißt ja ich liebe Snacks 😊",26,25,4
650,"2021-06-14 18:51:04.167839+00","Mhh ich finde sie verfolgen einige echt gute Ansätze! 😊  In manchen Bereichen ist es eben Zeit für veränderungen 👀",28,17,18
651,"2021-06-14 18:51:04.542622+00","tut mir leid...😢",11,12,5
652,"2021-06-14 18:51:09.387892+00","viel erfolg 😊",21,14,3
653,"2021-06-14 18:51:10.940423+00","nein quatsch ! 😲",18,27,19
654,"2021-06-14 18:51:15.433357+00","Szenario 3 beendet",21,14,3
655,"2021-06-14 18:51:16.023801+00","dankesehr, das ist sehr lieb von dir🥰😊",11,12,5
656,"2021-06-14 18:51:16.182698+00","sorry und perfekt 😊🥰",14,21,3
657,"2021-06-14 18:51:20.593205+00","Sag nächstes Mal einfach bescheid 😊 ich schaff das schon irgendwie! 🥰",12,11,5
658,"2021-06-14 18:51:21.956451+00","Wie heißt der Snack? 👀",26,25,4
659,"2021-06-14 18:51:22.504824+00","Frage sonst nochmal beim Taxi nach, mit dem du nach Hause gefahren bist!🥰",29,23,16
660,"2021-06-14 18:51:24.589053+00","Natürlich weiß ich das! 😊",25,26,4
661,"2021-06-14 18:51:30.404735+00","Hallo Herr Tutor. nach eigener Einschätzung hätte ich eine besserer Note verdient in dem Projekt 😡👀",24,15,28
662,"2021-06-14 18:51:34.169418+00","super danke dir🥰",11,12,5
663,"2021-06-14 18:51:37.719927+00","Ich bin gestern nach der Party auch direkt nach Hause gegangen. 😢",23,29,16
664,"2021-06-14 18:51:39.474837+00","Szenario 5 beendet",12,11,5
665,"2021-06-14 18:51:39.775317+00","😢Danke fuer Dein Verstaendnis! Ich rufe dich spaeter nochmal an mit den Infos von der Werkstatt!",27,18,19
666,"2021-06-14 18:51:42.639938+00","arbeite nicht umsonst bei einer Versicherung, das wird sich regeln lassen 😊",18,27,19
667,"2021-06-14 18:51:43.114085+00","Mousies heißt der 👀",25,26,4
668,"2021-06-14 18:51:46.524501+00","Beginne Szenario 6",12,11,6
669,"2021-06-14 18:51:49.243758+00","warum war denn die note so schlecht ?👀😡",24,15,28
670,"2021-06-14 18:51:50.744874+00","sorry ... hatte grade beendet ... sind ja noch so viele Scenarien, merke ich grade 😲😊",21,14,0
671,"2021-06-14 18:51:53.236039+00","😲DAS mag ja sein. Aber es geht ja nicht um die edlen Ziele, sondern um das konkrete Machen.",17,28,18
672,"2021-06-14 18:51:54.853212+00","bis dann ! 😊",18,27,19
673,"2021-06-14 18:51:56.092161+00","wow das Angebot ist mega lieb 🥰und auch wenn ich zur Zeit knapp bei Kasse bin, das kann ich nicht annehmen😲",22,19,6
674,"2021-06-14 18:51:58.840266+00","Szenario 19 beendet",18,27,19
675,"2021-06-14 18:52:00.12075+00","😊Ja das stimmt. Danke Dir 🥰",27,18,0
676,"2021-06-14 18:52:00.792117+00","also auf zu Nummer 4👀??",21,14,0
677,"2021-06-14 18:52:07.994082+00","Ok, das ist ein überraschende Anliegen😲",15,24,20
678,"2021-06-14 18:52:09.99684+00","Beginne Szenario 20",18,27,20
679,"2021-06-14 18:52:17.223793+00","Da fehlen mir die Antworten. 😢",17,28,18
680,"2021-06-14 18:52:21.250263+00","Hab ich über Wish bestellt und der Geschmack hat mich einfach ab der ersten Sekunde überwältigt 😊",25,26,4
681,"2021-06-14 18:52:22.624811+00","Ich hatte dir doch erzähl dass im Olympia Stadion Rea Garvex spielt und ich da unbedingt hinwollte.... 😊",12,11,6
682,"2021-06-14 18:52:25.026039+00","ja🥰, 1 min",14,21,0
683,"2021-06-14 18:52:27.005803+00","Beginne Szenario 4",21,14,4
684,"2021-06-14 18:52:29.106217+00","Einen Moment, ich muss mir mal kurz die Unterlagen anschauen👀",15,24,20
685,"2021-06-14 18:52:33.984911+00","Eww 🤢  Da hab ich kürzlich einen Artikel darüber gelesen, dass in dem Snack Mäusekot verarbeitet werden soll!",26,25,4
686,"2021-06-14 18:52:34.343297+00","Du musst es annehmen 😊🥰 Du hast mir so viel beim Umzug geholfen. Das hast Du Dir mehr als verdient! 😊",19,22,6
687,"2021-06-14 18:52:43.890433+00","Also Freitag geht es los 😊👀",19,22,6
688,"2021-06-14 18:52:47.253093+00","😱",26,25,4
689,"2021-06-14 18:52:48.5846+00","hi du, habe grade von was gaaaanz ekligem gehört 🤢",21,14,4
690,"2021-06-14 18:52:48.706237+00","3,7 ist schon nicht besonders zufriedenstellend 😡",18,27,20
691,"2021-06-14 18:52:56.85881+00","Was???🤢",25,26,4
692,"2021-06-14 18:53:00.357712+00","wie konnte das passieren ?😲",18,27,20
693,"2021-06-14 18:53:03.439655+00","das ist so lieb von dir ! ich weiß gar nicht was ich sagen soll 🥰",22,19,6
694,"2021-06-14 18:53:07.457327+00","Jetzt gibt es echt keine sinnvollen Karten mehr.... 😢 Nur noch mega teuer! 😡😲 das kann sich doch keiner leisten!",12,11,6
695,"2021-06-14 18:53:09.399928+00","Jaa 🤢  total wiederlich!",26,25,4
696,"2021-06-14 18:53:09.938946+00","Das kann ja nur ein schlechter Scherz sein 😡",25,26,4
697,"2021-06-14 18:53:11.811906+00","Oh man ich weiß dann auch nicht was du noch machen kannst 😢",29,23,16
698,"2021-06-14 18:53:12.86725+00","was ist passiert?😲",14,21,4
699,"2021-06-14 18:53:13.016326+00","In der Klausur letzte Woche? 👀",27,18,20
700,"2021-06-14 18:53:15.618642+00","die ersten Drinks gehen dann aber auf mich !!😊🥰",22,19,6
701,"2021-06-14 18:53:22.878252+00","Mist! 😡 Eben ist mir etwas aufgefallen 😲",15,24,20
702,"2021-06-14 18:53:26.033753+00","Nach so langer Zeit hab ich mich da echt drauf gefreut 😢",12,11,6
703,"2021-06-14 18:53:28.280711+00","hast du schon mal die Werbung von ""Mousies"" gehört 😱😲🤢 widerlich",21,14,4
704,"2021-06-14 18:53:32.946733+00","Keine Ahnung, recherchier das am besten nochmal 😱",26,25,4
705,"2021-06-14 18:53:37.342998+00","Ja stimmt hattest du erzählt!😊 Und weißt du was? Als Dankeschön für deine tolle Hilfe bei meinem Umzug letzte Woche, habe ich für uns beide zwei Karten für das Konzert besorgt!!🥰👀",11,12,6
706,"2021-06-14 18:53:38.661983+00","ich habe jedes Übungsblatt zu ihrer vollsten Zufriedenheit gelöst und jetzt so etwas 😡😢",18,27,20
707,"2021-06-14 18:53:39.454913+00","Szenario 6 beendet",22,19,6
708,"2021-06-14 18:53:43.789997+00","Beginne Szenario 7",22,19,7
709,"2021-06-14 18:53:44.489438+00","Vielleicht habe ich vom ganzen Feiern ein paar Gedächtnislücken. Ich dachte ich wäre zu Fuß gegangen. 😱😲",23,29,16
710,"2021-06-14 18:53:47.473919+00","Schmeckt aber völlig normal und auf jeden Fall nicht nach Mausekot 😱",25,26,4
711,"2021-06-14 18:53:51.400707+00","Das mir sowas passiert😲😡 hätte ich niemals erwartet",15,24,20
712,"2021-06-14 18:53:55.553704+00","das ist ein neuer Snack und da ist angeblich Mäusekot drin verarbeitet🤢😱",21,14,4
713,"2021-06-14 18:53:57.938432+00","ne, hab letzte welche bei Wish bestellt, ich finde sie richtig lecker! 😲😊",14,21,4
714,"2021-06-14 18:54:00.2783+00","der Horror 😱",21,14,4
715,"2021-06-14 18:54:07.516501+00","😱😱Oh. Warte mal. Ich sehe gerade was 👀 Ich habe mich verguckt, Martin. Ich muss mich entschuldigen! Du hast eine 1,7!!! 🥰😊",27,18,20
716,"2021-06-14 18:54:07.985324+00","Was?! 😲 wie genial ist das denn",12,11,6
717,"2021-06-14 18:54:10.168326+00","ich muss mich entschuldigen😢",15,24,20
718,"2021-06-14 18:54:13.115171+00","gab es einen bestimmten Grund für die schlechte Bewertung ?👀",18,27,20
719,"2021-06-14 18:54:13.941404+00","Hey ! 😊 bin gerade in unserer Ferienwohnung in Italien angekommen.. direkt am Meer 😊 es ist sooo schön hier!",22,19,7
720,"2021-06-14 18:54:14.999505+00","Ja dem muss ich gleich mal nachgehen 👀",25,26,4
721,"2021-06-14 18:54:15.92519+00","was!😲😱",14,21,4
722,"2021-06-14 18:54:17.35456+00","Vielen, vielen Dank! 🥰😊",12,11,6
723,"2021-06-14 18:54:17.930127+00","Hoffe die Überraschung ist geglückt!😲🥰",11,12,6
724,"2021-06-14 18:54:18.441035+00","du hast die nicht wirklich probiert 🤢👀",21,14,4
725,"2021-06-14 18:54:19.373344+00","Ich suche einfach nochmal... 😢",23,29,16
726,"2021-06-14 18:54:24.054618+00","Das stimmt. Aber meinst du nicht, dass da mit einer neuen Regierung mehr zum erreichen der Ziele beigetragen wird? 👀 Also ich finde auch, dass in diesen Bezug deutlich mehr gemacht werden sollte und glaube dass ein Regierungswechsel dahingehend helfen würde 😊",28,17,18
727,"2021-06-14 18:54:25.206461+00","doch 😱",14,21,4
728,"2021-06-14 18:54:29.187885+00","arggggghhhhh 😱🤢",21,14,4
729,"2021-06-14 18:54:29.37013+00","Sonst hättest du ihn mir ja kaum empfohlen 😱",26,25,4
730,"2021-06-14 18:54:29.705431+00","oh wow 😊😊😊😊",18,27,20
731,"2021-06-14 18:54:30.567824+00","Ich freu mich so mega 👀😊 das wird bestimmt super!",12,11,6
732,"2021-06-14 18:54:31.867405+00","Ich bin mir auch nicht zu hundert Prozent sicher wie du heim gekommen bist. 😱 Vielleicht fragst du herum wer mit dir heim ist! 🥰",29,23,16
733,"2021-06-14 18:54:36.578524+00","Sehr gerne! Warst mir auch echt eine Riesen Hilfe!🥰😊",11,12,6
734,"2021-06-14 18:54:41.038294+00","Pool, Terrasse, Blick aufs Meer 😲😱😊",22,19,7
735,"2021-06-14 18:54:41.742154+00","Mir ist da ein Fehler unterlaufen🤢😢",15,24,20
736,"2021-06-14 18:54:44.522192+00","Ja bestimmt!🥰😊",11,12,6
737,"2021-06-14 18:54:45.165386+00","ok. ja ich habe mich schon gewundert😢😡. ich habe mir viel mühe gegeben für das Projekt",24,15,28
738,"2021-06-14 18:54:46.229477+00","puh ... dann lies nochmal genau nach ... 😲",21,14,4
739,"2021-06-14 18:54:48.064332+00","das müsstest du sehen!😊",22,19,7
740,"2021-06-14 18:54:48.617128+00","Halt mich auf dem Laufenden 👀",26,25,4
741,"2021-06-14 18:54:49.284388+00","ich dachte mir schon dass da etwas nicht stimmen kann 😊",18,27,20
742,"2021-06-14 18:54:51.110678+00","Ich habe auch nochmal nachschauen muessen, weil ich so ueberrascht war. Du hast eine 1,7. Super gut! Herzlichen Glueckwunsch! 😊",27,18,20
743,"2021-06-14 18:54:53.53182+00","Trotzdem: Danke, dass du noch einmal gesucht hast! 🥰",23,29,16
744,"2021-06-14 18:54:54.941493+00","Wer weiß 😊",25,26,4
745,"2021-06-14 18:54:56.603863+00","mir wurde schon bei der Werbung schlecht 🤢",21,14,4
746,"2021-06-14 18:54:58.416975+00","Immer wieder gerne! (vor allem wenn es dafür so ein Dankeschön gibt) 😲😊",12,11,6
747,"2021-06-14 18:54:59.181193+00","Szenario 6 beendet",11,12,6
748,"2021-06-14 18:54:59.684848+00","bekomme ich eine bessere Note ?😲👀😊",24,15,28
749,"2021-06-14 18:55:02.528267+00","Gerne! 🥰",29,23,16
750,"2021-06-14 18:55:03.96376+00","Entschuldige! 😊",27,18,20
751,"2021-06-14 18:55:04.630267+00","Danke für den Hinweis 🥰",25,26,4
752,"2021-06-14 18:55:09.461514+00","Beginne Szenario 7",12,11,7
753,"2021-06-14 18:55:10.162784+00","Haha gern 😊",26,25,4
754,"2021-06-14 18:55:10.489376+00","Ach Quatsch? 😲 Ich wusste gar nicht, dass Du schon wieder Urlaub hast.. 😲 Warst Du nicht schon unterwegs dieses Jahr?",19,22,7
755,"2021-06-14 18:55:11.407264+00","Ich habe die Noten vertauscht. Das regt mich vielleicht auf😡",15,24,20
756,"2021-06-14 18:55:14.75743+00","Szenario 4 beendet",26,25,4
757,"2021-06-14 18:55:20.852205+00","Beginne Szenario 5",26,25,5
758,"2021-06-14 18:55:21.274848+00","Weiter so! 😊",27,18,20
759,"2021-06-14 18:55:24.497184+00","und ich würde gerade gerne Erleichterung ausdrücken 😢",18,27,20
760,"2021-06-14 18:55:25.398807+00","Wir sind grad endlich in der Ferienwohnung angekommen 😊",12,11,7
761,"2021-06-14 18:55:25.910835+00","Mäusekot, niemals. Als finde sie wirklich nicht so schlecht 😲😊",14,21,4
762,"2021-06-14 18:55:27.715905+00","Ich hoffe, dass ich das Portmonnaie wieder finde. 😱😢",23,29,16
763,"2021-06-14 18:55:35.074682+00","Hi 😊",25,26,5
764,"2021-06-14 18:55:37.152519+00","Szenario 16 beendet",23,29,16
765,"2021-06-14 18:55:41.412526+00","geht aber leider nicht, wieso ? doofe app 😢",18,27,20
766,"2021-06-14 18:55:45.80165+00","Aber gute Nachtrichten für Sie!😊🥰 es ist eine 1,7",15,24,20
767,"2021-06-14 18:55:48.756699+00","Oh das klingt super!😲 So einen Urlaub bräuchte ich auch schon lange mal wieder...😢",11,12,7
768,"2021-06-14 18:55:51.747785+00","kommt einfach vorbei und probiere selber, dann kannst mir ja dein Urteil nochmal sagen!😡",14,21,4
769,"2021-06-14 18:55:52.265083+00","Es ist echt schön hier und ein genialer Ausblick 😲😊",12,11,7
770,"2021-06-14 18:55:52.761453+00","Hey 😊",26,25,5
771,"2021-06-14 18:55:54.009854+00","doch, aber man gönnt sich ja sonst nichts 😊",22,19,7
772,"2021-06-14 18:56:01.224939+00","okay stopp mal.. 🤢",22,19,7
773,"2021-06-14 18:56:02.478831+00","danke dir, bist eben doch der beste Tutor !😊🥰",18,27,20
774,"2021-06-14 18:56:03.586912+00","Da können Sie stolz auf sich sein 🥰😊",15,24,20
775,"2021-06-14 18:56:07.198033+00","Ja, ich weiss wie du es meinst. Danke Dir, Martin! Alles Gute Dir. 😊",27,18,20
776,"2021-06-14 18:56:07.677752+00","du glaubst es nicht 👀",22,19,7
777,"2021-06-14 18:56:12.044617+00","okayyy... wenn du meinst... warum schreiben sie dann, dass da Mäusekot drin sei ? 😲",21,14,4
778,"2021-06-14 18:56:20.333652+00","hier krabbelt gerade eine Kakerlake durchs Bad 🤢😲😱",22,19,7
779,"2021-06-14 18:56:21.754328+00","Ich glaube, da kommen wir nicht zusammen. 🥰Wir wollen ja unsere Freundschaft nicht belasten. Mach's mal gut. Mir geht auch die Zeit aus. Wir haben ja noch 10 Szenarien.",17,28,18
780,"2021-06-14 18:56:22.430816+00","Ich werde das gleich richtigstellen bei der Verwaltung 😊",15,24,20
781,"2021-06-14 18:56:23.084442+00","Szenario 20 beendet",27,18,20
782,"2021-06-14 18:56:25.610926+00","Direkt vor der Tür ist ein See in dem man Baden kann und bis zur Eisdiele ist es auch nicht weit....😊",12,11,7
783,"2021-06-14 18:56:26.18086+00","scheiße 😱",22,19,7
784,"2021-06-14 18:56:26.286972+00","oh da bin ich aber jetzt sehr erleichtert 😊🥰",24,15,28
785,"2021-06-14 18:56:29.484411+00","Szenario 18 beendet",17,28,18
786,"2021-06-14 18:56:33.849431+00","hm, ich glaub dir ja, dass sie dir schmecken .. 😊",21,14,4
787,"2021-06-14 18:56:34.393914+00","Innen sieht es auch ganz gut aus 😊",12,11,7
788,"2021-06-14 18:56:34.595911+00","Beginne Szenario 17",23,29,17
789,"2021-06-14 18:56:36.342505+00","Beginne Szenario 19",28,17,19
790,"2021-06-14 18:56:39.847642+00","Szenario 28 beendet",24,15,28
791,"2021-06-14 18:56:41.06713+00","Beginne Szenario 21",27,18,21
792,"2021-06-14 18:56:41.915192+00","Beginne Szenario 21",18,27,21
793,"2021-06-14 18:56:42.236665+00","Alles nur Marketing, hat doch wunderbar funktioniert oder?😊😲",14,21,4
794,"2021-06-14 18:56:42.590452+00","Oha, das ist ja richtig krass 😲😱🤢",19,22,7
795,"2021-06-14 18:56:43.550582+00","Ich bin echt total genervt, du schiebst mir andauernd was von deinen Aufgaben bei der Arbeit zu 😡",26,25,5
796,"2021-06-14 18:56:48.721981+00","aber muss ich die wirklich probieren, das schreckt mich schon ab 🤢",21,14,4
797,"2021-06-14 18:56:53.821319+00","Ich kann mir nur derzeit einfach keinen Urlaub erlauben...hab so viel Stress auf der Arbeit...😢🤢",11,12,7
798,"2021-06-14 18:56:54.593276+00","was mache ich denn jetzt ?🤢",22,19,7
799,"2021-06-14 18:56:57.251107+00","Wie eklig 🤢",19,22,7
800,"2021-06-14 18:56:58.984513+00","verdammt, jetzt wird's spannend 😱",18,27,21
801,"2021-06-14 18:56:59.471165+00","OH MEIN GOTT 😲🤢 ich will hier weg! sofort! Wie eklig!😡🤢",12,11,7
802,"2021-06-14 18:57:03.957198+00","Beginne Szenario 21",24,15,21
803,"2021-06-14 18:57:05.198363+00","da machst du mich jetzt echt neidisch...😢",11,12,7
804,"2021-06-14 18:57:07.070361+00","ahhh ... du meinst, nur ein Trick? 👀😲",21,14,4
805,"2021-06-14 18:57:08.732027+00","Hi, na wie war die Fahrt mit meinem Porsch 911? 😊 Hattest Spaß?👀",28,17,19
806,"2021-06-14 18:57:14.594072+00","Ich habe das mit deinem Hund gehört... Das tut mir wirklich sehr Leid. 😢",23,29,17
807,"2021-06-14 18:57:16.024111+00","Hier laufen Kakerlaken rum im Zimmer 🤢😡",12,11,7
808,"2021-06-14 18:57:17.854194+00","hier sind noch mehr 🤢🤢",22,19,7
809,"2021-06-14 18:57:18.204697+00","Ich muss mich doch um meine kranke Mutter kümmern, deshalb gebe ich in letzter Zeit häufiger Aufgaben an meine Kollegen ab 😢",25,26,5
810,"2021-06-14 18:57:21.943459+00","oh nein was ist passiert?😱",11,12,7
811,"2021-06-14 18:57:22.172402+00","😱man man man! Die muessen das noch schaffen! Noch 20 Minuten 😱",27,18,21
812,"2021-06-14 18:57:22.846602+00","Einfach töten 👀",19,22,7
813,"2021-06-14 18:57:24.70298+00","scheißeeee😡😢",24,15,21
814,"2021-06-14 18:57:25.702065+00","Beginne Szenario 19",17,28,19
815,"2021-06-14 18:57:25.880961+00","okay, dann lass ich mich vielleicht überreden 😊",21,14,4
816,"2021-06-14 18:57:27.008234+00","Und schaust du auch?😊🥰",15,24,21
817,"2021-06-14 18:57:32.122897+00","auch unter der Spüle in der Küche 👀🤢🤢🤢🤢",22,19,7
818,"2021-06-14 18:57:33.618795+00","mal schauen 👀😊",21,14,4
819,"2021-06-14 18:57:36.140411+00","Werden schon nicht zu viele sein 👀",19,22,7
820,"2021-06-14 18:57:40.570741+00","Jede Werbung ist gut und hätte ich sie nicht schon probiert, würde ich mich auch ekeln 🥰",14,21,4
821,"2021-06-14 18:57:41.06591+00","aktuell führt mein Team noch mit einem Tor Vorsprung 😊",18,27,21
822,"2021-06-14 18:57:41.290118+00","ohje..😲 Das hat aber eine schnelle Wende genommen😲",11,12,7
823,"2021-06-14 18:57:45.121221+00","haha 😡",22,19,7
824,"2021-06-14 18:57:46.301132+00","Ich nehm alles zurück ich will sofort wieder raus aus dieser Ferienwohnung 😱 ich werd hier ganz sicher nihcht übernachten!",12,11,7
825,"2021-06-14 18:57:46.324604+00","Ohje wie viele denn? 🤢😲",19,22,7
826,"2021-06-14 18:57:48.346803+00","Ansonsten würde ich die Arbeit doch selber machen, du kennst mich doch 😢",25,26,5
827,"2021-06-14 18:57:49.01885+00","jetzt schießen die noch den Ausgleich die Deppen🤢😡",24,15,21
828,"2021-06-14 18:57:49.63194+00","Wie geht es dir? 😱",23,29,17
829,"2021-06-14 18:57:51.60784+00","😱😢Oh je. Frag nicht.",17,28,19
830,"2021-06-14 18:57:52.55913+00","Das tut mir echt leid, aber du machst das schon seit Monaten 😡  Das ist nicht fair!",26,25,5
831,"2021-06-14 18:57:57.05462+00","Danke für deine Nachricht. 🥰 Ich bin so traurig, dass mein Hund Leo nicht mehr bei uns ist 😢😢😢",29,23,17
832,"2021-06-14 18:58:00.758693+00","Jaa ich merke es an deiner Reaktion 😊",15,24,21
833,"2021-06-14 18:58:02.030353+00","aber die deppen haben oft genug gezeigt wie schlecht sie in den letzten 20 min sind 😱",18,27,21
834,"2021-06-14 18:58:05.389378+00","lach ... dann bin ich ja mal beruhigt🥰",21,14,4
835,"2021-06-14 18:58:06.611129+00","Was? Was ist denn los?😲👀",28,17,19
836,"2021-06-14 18:58:08.48364+00","TOOOOOOOOOOOOR!!!!!! Jawohl!!!! 🥰🥰 76. Minute!! Bam Bam!! 🥰🥰🥰",27,18,21
837,"2021-06-14 18:58:09.612802+00","bis gleich 👀😊",14,21,4
838,"2021-06-14 18:58:11.650142+00","Ich sitz immer noch Stunden nach Feierabend da 😢",26,25,5
839,"2021-06-14 18:58:12.747696+00","Das glaube ich dir! Aber vielleicht findet ihr ja eine andere Unterkunft in der Nähe😲👀",11,12,7
840,"2021-06-14 18:58:13.52872+00","Aber das Spiel ist übel 🤢😡",15,24,21
