id,user,recipient,sid,timestamp,utterance,emotion,did
318,user01,user07,3,2021-06-14 18:35:15.251117+00:00,"Hey, sag mal was wollen wir denn machen wenn wir uns endlich mal wieder sehen ",anticipation,32
345,user07,user01,3,2021-06-14 18:36:33.164624+00:00,Hey Da bin ich prinzipiell sehr offen Nur zeitlich müssen wir schauen. Abends ist es bei mir die nächsten Tage leider schlecht...,sadness,32
356,user01,user07,3,2021-06-14 18:37:19.966494+00:00,"Oh nein ich dachte wir hatten schon ausgemacht, dass wir uns an einem Abend treffen? ",sadness,32
370,user01,user07,3,2021-06-14 18:38:06.524285+00:00,Wann könntest du denn dann? ,anticipation,32
372,user07,user01,3,2021-06-14 18:38:14.729586+00:00,"Mein Prof hat mir für meine Bachelorarbeit noch ein paar neue Anforderungen gegeben, die seiner Meinung nach unbedingt noch in die Arbeit reinmüssen... da werde ich die nächsten Tage leider noch ganz schön beschäftigt sein...",sadness,32
386,user07,user01,3,2021-06-14 18:39:01.583592+00:00,"Ansonsten immer gerne, Abends muss ich dann wie gesagt leider noch etwas für meine BA machen",sadness,32
394,user01,user07,3,2021-06-14 18:39:25.568143+00:00,"Oh man das ist ja doof, das hätte sich dein Prof ja auch früher überlegen können... ",anger,32
399,user07,user01,3,2021-06-14 18:39:47.244702+00:00,Ja der Meinung bin ich auch...,anger,32
403,user07,user01,3,2021-06-14 18:40:00.035927+00:00,Aber da muss ich jetzt wohl leider durch,sadness,32
408,user01,user07,3,2021-06-14 18:40:10.418600+00:00,Was hältst du davon wenn wir dann morgen mittags im Englischen Garten ein Picknick machen und danach noch einen Kaffee trinken gehen? ,trust,32
417,user01,user07,3,2021-06-14 18:40:33.578800+00:00,Dann hast du ein bisschen Ablenkung von deiner Bachelorarbeit ,joy,32
423,user07,user01,3,2021-06-14 18:40:48.029424+00:00,"Das ist eine sehr gute Idee, so machen wir das! Dann freu ich mich auf morgen Mittag!",joy,32
425,user01,user07,3,2021-06-14 18:40:58.698040+00:00,Ok bis dann ,trust,32
1093,user13,user14,18,2021-06-14 19:06:56.422013+00:00,"Hey, bist du auch schon gespannt wegen der anstehenden Bundestagswahl dieses Jahr? ",anticipation,33
1130,user14,user13,18,2021-06-14 19:08:02.395494+00:00,"Hi, ehrlich gesagt nicht so richtig.  Bin doch nicht so daran interessiert was die Politiker machen. ",anticipation,33
1138,user13,user14,18,2021-06-14 19:08:22.751351+00:00,"Ich habe das Gefühl, dass ich mit meiner Stimme dieses Jahr endlich mal etwas bewirken kann! ",joy,33
1153,user13,user14,18,2021-06-14 19:08:49.124679+00:00,Aber warum? Politik geht uns doch alle etwas an! ,anger,33
1158,user14,user13,18,2021-06-14 19:09:05.014071+00:00,Das hoffe ich für dich!  Was möchtest du denn erreichen? ,anticipation,33
1165,user14,user13,18,2021-06-14 19:09:20.269618+00:00,"Ja es geht uns alle etwas an, aber mir ist das egal. ",trust,33
1188,user13,user14,18,2021-06-14 19:10:13.743269+00:00,"Irgendwie bin ich gerade total enttäuscht davon, dass du dich so garnicht für Politik interessierst. ",anger,33
1207,user14,user13,18,2021-06-14 19:10:48.285677+00:00,Das tut mir Leid. ,fear,33
1273,user13,user14,18,2021-06-14 19:12:51.105512+00:00,"Wählen zu gehen, ist doch unsere Pflicht, als Bürger dieses Landes. ",anger,33
1292,user14,user13,18,2021-06-14 19:13:40.064956+00:00,"Aber wenn ich mich nicht dafür interessiere, dann muss ich mich doch nicht für irgendeine Partei entscheiden, von der ich nichts weiß? ",fear,33
1326,user13,user14,18,2021-06-14 19:14:48.444047+00:00,"Wenn du willst, können wir uns ja auch mal treffen. Dann kann ich dir erzählen, warum ich dieses Jahr die Grünen wähle. ",anticipation,33
1346,user14,user13,18,2021-06-14 19:15:42.023289+00:00,"Ach die Grünen, die wollen doch nur die Benzinpreise erhöhen.  Dazu muss ich nichts hören. ",surprise,33
1374,user13,user14,18,2021-06-14 19:16:40.139562+00:00,"Wenn du das so undifferenziert betrachest, ist es vielleicht wirklich besser, wenn du nicht wählen gehst. ",anger,33
2735,user14,user07,20,2021-06-16 14:54:00.138647+00:00,"Hey, vielleicht hast du ja schon mit bekommen dass wir eine neue Partei die ""Wir-machen-Sport-Partei"" gegründet haben. Die ist wirklich so super. Du musst uns unbedingt bei der anstehen Wahl wählen. ",joy,34
2748,user07,user14,20,2021-06-16 14:54:41.204417+00:00,"Hey, das ist nett, dass du da an mich denkst, aber ich denke da gibt es wichtigere Parteien, die man unterstützen müsste ",anticipation,34
2754,user14,user07,20,2021-06-16 14:54:59.293740+00:00,Das finde ich definitiv nicht ,anger,34
2762,user14,user07,20,2021-06-16 14:55:20.506079+00:00,Wir kümmern uns darum dass alle gesünder leben. Dann geht es allen besser! ,anticipation,34
2776,user07,user14,20,2021-06-16 14:55:55.611311+00:00,"Ja das kann sein, aber letztendlich gibt es genug Probleme, die weitaus mehr Leute betreffen ",sadness,34
2779,user07,user14,20,2021-06-16 14:56:06.798457+00:00,Was ist mit sozialer Ungerechtigkeit? ,disgust,34
2783,user07,user14,20,2021-06-16 14:56:24.908046+00:00,Bildungsungleichheiten? ,anticipation,34
2797,user14,user07,20,2021-06-16 14:57:04.960616+00:00,Ja gut ich kann dich verstehen dass es auch andere Sachen gibt die wichtig sind aber dafür gibt es ja schon genügend andere Parteien. ,disgust,34
2798,user07,user14,20,2021-06-16 14:57:05.626321+00:00,Sport ist ja auch nicht jedermans Sache ,anticipation,34
2812,user07,user14,20,2021-06-16 14:57:37.390866+00:00,"Ja aber gibt es nicht auch Parteien, die sich für mehr Sport einsetzen? Sicherlich ",joy,34
2821,user07,user14,20,2021-06-16 14:57:54.753770+00:00,Aber falls eure Punkte vertretbar sind kann ich es mir gerne mal überlegen ,joy,34
2823,user14,user07,20,2021-06-16 14:57:58.249633+00:00,Ja du hast schon Recht aber ich finde gerade in Corona Zeiten wurde das wirklich vernachlässigt. ,sadness,34
2840,user07,user14,20,2021-06-16 14:58:31.889326+00:00,Findest du? Ich finde da haben Leute erst recht Sport gemacht ,fear,34
2844,user14,user07,20,2021-06-16 14:58:43.827920+00:00,Ja wir versuchen insbesondere Kinder aus schwierigen Verhältnissen zu Vereinen zu bringen vielleicht passt das ja zu deiner Ansicht. ,trust,34
2852,user14,user07,20,2021-06-16 14:59:00.713320+00:00,Wirklich ich hatte nicht das Gefühl. ,anticipation,34
2854,user07,user14,20,2021-06-16 14:59:04.349438+00:00,Das ist auf jedenfall ein guter Punkt! Da würde ich wählen ,trust,34
2859,user14,user07,20,2021-06-16 14:59:25.537656+00:00,Ok ich schicke dir bei Gelegenheit mal unseren Flyer dann kannst du es dir ja überlegen. ,joy,34
2869,user07,user14,20,2021-06-16 14:59:46.575492+00:00,Gerne schicke es einfach an flyer@trash.eu ,trust,34
2872,user14,user07,20,2021-06-16 14:59:55.568798+00:00,Ok mache ich danke dir. ,trust,34
1927,user04,user10,26,2021-06-14 19:37:03.911705+00:00,"Hey, habt ihr das Spiel noch gewonnen? ",anticipation,35
1935,user10,user04,26,2021-06-14 19:37:33.207860+00:00,DAS war echt am Ende unseres letzten Spiels - Du konntest es ja nicht mehr sehen.,sadness,35
1939,user10,user04,26,2021-06-14 19:37:51.049367+00:00,WIr haben die ganze Zeit geführt und dann am Ende 26 zu 28 verloren.,sadness,35
1945,user04,user10,26,2021-06-14 19:38:12.319137+00:00,"Ach nein, wie schade!",sadness,35
1954,user10,user04,26,2021-06-14 19:38:45.068807+00:00,Es war echt eng. Aber die Krönung war dann noch die Verletzung von Julia.,anger,35
1957,user10,user04,26,2021-06-14 19:38:53.065570+00:00,... Julian ,anger,35
1960,user04,user10,26,2021-06-14 19:39:06.557782+00:00,"Das war echt ein gutes Spiel von euch. Der erste Satz, den ich noch sehen konnte war echt stark! ",joy,35
1968,user10,user04,26,2021-06-14 19:39:35.763589+00:00,"JA, da ist es echt gut gelaufen. Und dann im letzten Satz ...",joy,35
1972,user04,user10,26,2021-06-14 19:39:48.952319+00:00,Was? Davon habe ich gar nichts mitbekommen?! Hoffentlich nichts schlimmes bei Julian?,anticipation,35
1983,user10,user04,26,2021-06-14 19:40:19.028876+00:00,Da tritt der große von den Gegnern einfach unter dem Netz volle Kanne auf Julians Fuß.,disgust,35
1985,user10,user04,26,2021-06-14 19:40:42.168158+00:00,"UN hinterher behauptet ernoch, Julian sei ein Simuklant.",anger,35
1990,user04,user10,26,2021-06-14 19:41:22.524229+00:00,Ach nein. Was für ein Pech! So ein Arsch! Habt ihr ihm eure Meinung gesagt?,anticipation,35
1995,user10,user04,26,2021-06-14 19:42:01.256538+00:00,DAs kannst DU aber glauben.,anger,35
1998,user04,user10,26,2021-06-14 19:42:20.916296+00:00,"Naja, ändern tut es eh nichts!  Ihr wart auf jeden Fall das klar bessere Team. Nächstes mal wird das wieder!",joy,35
1999,user10,user04,26,2021-06-14 19:42:29.570035+00:00,Aber wir haben ja noch das Rückspiel. Und dann werden wir es Ihnen zeigen. Diesen Lackaffen,disgust,35
3725,user01,user16,26,2021-06-16 15:27:08.591044+00:00,Corona geht mir so auf den Sack,anger,36
3732,user16,user01,26,2021-06-16 15:27:29.689710+00:00,Mir auch.,anger,36
3735,user16,user01,26,2021-06-16 15:27:39.677545+00:00,Aber das ist nichts neues. ISt was passiert?,anticipation,36
3751,user01,user16,26,2021-06-16 15:28:16.590736+00:00,Ach der Italiener um die Ecke ist jetzt pleite und macht jetzt komplett zu,anger,36
3762,user16,user01,26,2021-06-16 15:28:39.166415+00:00,Ach scheiße. Den mochte ich auch total gerne,anger,36
3765,user16,user01,26,2021-06-16 15:28:52.648535+00:00,Der lief doch immer so gut....,anger,36
3767,user01,user16,26,2021-06-16 15:28:56.811762+00:00,"ja, und jetzt ist er weg",sadness,36
3773,user16,user01,26,2021-06-16 15:29:12.059389+00:00,Aber ich kann dir was verraten. Ich habe das gestern auch schon gesehen und mit dem Koch Mario gesprochen,fear,36
3774,user01,user16,26,2021-06-16 15:29:12.218444+00:00,die Pizza war immer so lecker,trust,36
3776,user01,user16,26,2021-06-16 15:29:22.496399+00:00,und?,anticipation,36
3801,user16,user01,26,2021-06-16 15:30:20.996306+00:00,Zumindest die gute Pizza wirst du noch wo anders essen können!,joy,36
3808,user16,user01,26,2021-06-16 15:30:43.904508+00:00,Mario arbeitet ab morgen beim Italiener zwei Straßen weiter. ,joy,36
3813,user16,user01,26,2021-06-16 15:30:56.180862+00:00,Hättest du Lust den mal auszuprobieren?,anticipation,36
3815,user01,user16,26,2021-06-16 15:31:00.729186+00:00,dann ist ja richtig gut,trust,36
3821,user01,user16,26,2021-06-16 15:31:06.276633+00:00,voll gerne,trust,36
3826,user16,user01,26,2021-06-16 15:31:12.275698+00:00,Und schauen ob er sein Niveau hält!,fear,36
3831,user01,user16,26,2021-06-16 15:31:23.485062+00:00,ich bin ja mal gespannt,anticipation,36
3832,user16,user01,26,2021-06-16 15:31:23.620361+00:00,Total gut. Dann lass uns morgen direkt hin!,joy,36
3837,user01,user16,26,2021-06-16 15:31:34.726985+00:00,"alles klar, bis morgen dann",joy,36
3840,user16,user01,26,2021-06-16 15:31:41.719108+00:00,tschüssi,trust,36
1896,User02,user08,10,2021-06-14 19:35:17.364941+00:00,"hey du ... ich habe grade von dem schrecklichen Unwetter gehört bei euch.hoffe, es hat euch verschont ",anticipation,37
1898,User02,user08,10,2021-06-14 19:35:26.893531+00:00,alles ok ,anticipation,37
1899,user08,User02,10,2021-06-14 19:35:29.286314+00:00,"Omg, was ist das für ein Unwetter hier ",sadness,37
1901,user08,User02,10,2021-06-14 19:35:42.713612+00:00,"ja, mich hat voll erwischt! ",sadness,37
1902,User02,user08,10,2021-06-14 19:35:44.048190+00:00,so schlimm ?? ,fear,37
1905,User02,user08,10,2021-06-14 19:35:53.931883+00:00,ach du liebe Güte ,surprise,37
1907,User02,user08,10,2021-06-14 19:36:04.232631+00:00,ich hab die Bilder gesehen ... ,fear,37
1911,User02,user08,10,2021-06-14 19:36:10.692363+00:00,wie schlimm? ,anticipation,37
1914,user08,User02,10,2021-06-14 19:36:14.858129+00:00,Der komplette Garten und die Terrasse ist hinüber ,sadness,37
1919,User02,user08,10,2021-06-14 19:36:27.230992+00:00,wie furchtbar... ,surprise,37
1923,User02,user08,10,2021-06-14 19:36:37.933766+00:00,kann man dir was helfen? ,trust,37
1925,user08,User02,10,2021-06-14 19:37:00.206807+00:00,"Aber sonst ist alles heil geblieben. Zum glück bin ich auch rechtzeitig heimgekommen. Man könnte meinen, hier geht gerade die Welt unter.",sadness,37
1931,User02,user08,10,2021-06-14 19:37:20.563228+00:00,Alptraum ... du Ärmste(r),surprise,37
1932,user08,User02,10,2021-06-14 19:37:24.171404+00:00,Die Daumen kannst du mir glaub nur drücken ,trust,37
1936,User02,user08,10,2021-06-14 19:37:34.961846+00:00,ich drücke alle Daumen ,trust,37
1938,user08,User02,10,2021-06-14 19:37:43.612356+00:00,Hoffe es entsteht kein weiter schaden! ,anticipation,37
1941,User02,user08,10,2021-06-14 19:38:00.287271+00:00,"auf jeden Fall, das hoffe ich auch ...",trust,37
1947,User02,user08,10,2021-06-14 19:38:16.761632+00:00,"und wenn du Hilfe brauchst, bin einen Chat away ",trust,37
1949,User02,user08,10,2021-06-14 19:38:27.552383+00:00,tut mir echt leid ,sadness,37
1955,user08,User02,10,2021-06-14 19:38:50.007114+00:00,Danke dir.  Hoffentlich hörst bald auf,sadness,37
1964,User02,user08,10,2021-06-14 19:39:12.100512+00:00,"drücke alle Daumen! und echt, tut mir so leid ",sadness,37
1970,User02,user08,10,2021-06-14 19:39:41.364775+00:00,"aber halt mich auf dem Laufenden  und dann schauen wir, ob ich dir helfen kann, beim Wiederherrichtung ",trust,37
1975,user08,User02,10,2021-06-14 19:40:02.189189+00:00,Das wäre super! ,trust,37
1978,User02,user08,10,2021-06-14 19:40:12.805231+00:00,bis bald ,trust,37
3983,user01,user16,28,2021-06-16 15:36:51.566693+00:00,"Sorry, dass ich schon früher weg musste",sadness,38
3988,user01,user16,28,2021-06-16 15:37:03.211991+00:00,wie habt ihr denn noch gespielt?,anticipation,38
4000,user16,user01,28,2021-06-16 15:37:29.715702+00:00,"tja, leider hat uns ein Spieler gefehlt...",anger,38
4012,user16,user01,28,2021-06-16 15:37:52.615827+00:00,Wir haben verloren. Knapp. ,sadness,38
4013,user01,user16,28,2021-06-16 15:37:53.396661+00:00,es tut mir ja leid,sadness,38
4021,user16,user01,28,2021-06-16 15:38:09.100985+00:00,Was viel Schlimmer ist: Uns wird die nächste Zeit noch Jürgen fehlen,anger,38
4023,user01,user16,28,2021-06-16 15:38:11.647833+00:00,oh das ist ja echt blöd,sadness,38
4030,user01,user16,28,2021-06-16 15:38:23.650674+00:00,wieso denn das?,anticipation,38
4031,user16,user01,28,2021-06-16 15:38:26.250809+00:00,Der wurde so schlimm gefoult,anger,38
4038,user01,user16,28,2021-06-16 15:38:42.490430+00:00,"oh Gott, was hatt er denn? ",anticipation,38
4039,user16,user01,28,2021-06-16 15:38:46.284319+00:00,er musste vom Platz getragen werden,sadness,38
4055,user16,user01,28,2021-06-16 15:39:11.143323+00:00,"Ich weiß es noch nicht, er ist noch im Krankenhaus und nicht ansprechbar",anger,38
4067,user16,user01,28,2021-06-16 15:39:34.037588+00:00,"Das schlimme ist, der typ der ihn umgehauen hat, hat sich danach nicht mal entschuldigt",disgust,38
4071,user01,user16,28,2021-06-16 15:39:41.123151+00:00,"ohje, das hört sich ja gar nicht gut an",disgust,38
4073,user16,user01,28,2021-06-16 15:39:50.480955+00:00,Wie kann man nur so unsportlich sein?,anger,38
4076,user01,user16,28,2021-06-16 15:39:53.034553+00:00,das ist ja echt richtig mies,anger,38
4081,user16,user01,28,2021-06-16 15:40:00.223176+00:00,und seinen eigenen Fehler nicht mal einsehen,anger,38
4086,user16,user01,28,2021-06-16 15:40:10.023455+00:00,ein echtes Schwein!,anger,38
4092,user01,user16,28,2021-06-16 15:40:25.129632+00:00,gut das ich nicht mehr dabei gewesen bin,anger,38
4097,user16,user01,28,2021-06-16 15:40:43.368563+00:00,da war das Tor in der 91. Minute noch harmlos,sadness,38
4108,user16,user01,28,2021-06-16 15:41:02.754422+00:00,"Ich glaube, wärst du dabei gewesen, hätte es Tote bei den Gegnern gegeben!",trust,38
4115,user01,user16,28,2021-06-16 15:41:16.909013+00:00,"ja, das ist ja wirklich nebensächlich",sadness,38
4122,user16,user01,28,2021-06-16 15:41:31.686237+00:00,"Tja, ich hoffe Jürgen geht es bald wieder besser",trust,38
4124,user01,user16,28,2021-06-16 15:41:35.157027+00:00,"hoffen wir, dass es Jürgen bald wieder besser geht",trust,38
4131,user01,user16,28,2021-06-16 15:41:48.978182+00:00,das ist das wichtigste,joy,38
4133,user16,user01,28,2021-06-16 15:41:52.344620+00:00,Der Arme. Er ist so ein guter Spieler.,fear,38
4143,user16,user01,28,2021-06-16 15:42:16.954900+00:00,gegen diese Mannschaft spielen wir nicht mehr,disgust,38
4161,user01,user16,28,2021-06-16 15:42:48.085171+00:00,"ja, das will ich auch nicht",anger,38
4172,user16,user01,28,2021-06-16 15:43:20.323074+00:00,"ok alles klar, dann weißt du das jetzt",anticipation,38
806,user13,user14,17,2021-06-14 18:57:14.594072+00:00,Ich habe das mit deinem Hund gehört... Das tut mir wirklich sehr Leid. ,sadness,39
828,user13,user14,17,2021-06-14 18:57:49.631940+00:00,Wie geht es dir? ,surprise,39
831,user14,user13,17,2021-06-14 18:57:57.054620+00:00,"Danke für deine Nachricht.  Ich bin so traurig, dass mein Hund Leo nicht mehr bei uns ist ",sadness,39
860,user13,user14,17,2021-06-14 18:58:50.348674+00:00,Das kann ich wirklich verstehen. ,trust,39
891,user13,user14,17,2021-06-14 18:59:50.029615+00:00,Möchtest du dir nicht vielleicht einfach einen neuen Hund kaufen? ,anticipation,39
897,user14,user13,17,2021-06-14 19:00:00.418075+00:00,Er war wie mein bester Freund. ,sadness,39
905,user14,user13,17,2021-06-14 19:00:21.121070+00:00,"NEIN!! Es wird nie einen Hund geben, der so sein wird wie Leo!",sadness,39
952,user13,user14,17,2021-06-14 19:01:57.862744+00:00,Tut mir Leid. Ich wollte dich nicht verärgern. ,surprise,39
974,user14,user13,17,2021-06-14 19:02:45.251228+00:00,"Warum denkt jeder, dass ich mir einfach einen neuen Hund holen kann? ",sadness,39
982,user13,user14,17,2021-06-14 19:03:11.440502+00:00,"Ich dachte nur, dass es helfen könnte, mit der Trauer. ",fear,39
992,user14,user13,17,2021-06-14 19:03:31.333430+00:00,Nein das hilft nicht.  Ich muss einfach selbst damit klar kommen. ,sadness,39
998,user13,user14,17,2021-06-14 19:03:40.368324+00:00,Ich wollte dich wirklich nicht verärgern. ,sadness,39
1011,user14,user13,17,2021-06-14 19:04:02.281956+00:00,"Kein Problem, du kannst ja nichts dafür. ",sadness,39
1027,user13,user14,17,2021-06-14 19:04:34.690900+00:00,"Ich hoffe, du bist jetzt nicht sauer auf mich? ",sadness,39
1030,user14,user13,17,2021-06-14 19:04:48.127556+00:00,"Nein, bin ich nicht.  Danke dir trotzdem, dass du an mich gedacht hast! ",trust,39
1045,user13,user14,17,2021-06-14 19:05:17.187396+00:00,"Melde dich, wenn ich noch etwas für dich tun kann! ",trust,39
1050,user14,user13,17,2021-06-14 19:05:26.026316+00:00,"Mach ich, danke! ",trust,39
3029,user14,user07,22,2021-06-16 15:05:45.343630+00:00,Hallo ich habe gerade über Uni2works erfahren dass ich nur eine 4.0 bekommen habe. Ich verstehe das überhaupt nicht da ich mir sehr viel Mühe gegeben habe. ,fear,40
3037,user14,user07,22,2021-06-16 15:06:09.910508+00:00,Können Sie mir die Note bitte begründen? ,anticipation,40
3058,user07,user14,22,2021-06-16 15:07:00.540097+00:00,"Hallo, also es waren viele Leichtsinnsfehler in den Antworten, wodurch wir das so nur schwer werten konnten ",fear,40
3067,user07,user14,22,2021-06-16 15:07:18.807626+00:00,"Mich wundert es selber, da Sie sonst immer sehr vorbildlich gearbeitet haben ",fear,40
3072,user14,user07,22,2021-06-16 15:07:32.257601+00:00,Ok vielen Dank für die schneller Rückmeldung. ,trust,40
3077,user07,user14,22,2021-06-16 15:07:45.525268+00:00,Einen Augenblick ,surprise,40
3080,user14,user07,22,2021-06-16 15:07:55.953443+00:00,Ok das ärgert mich wirklich sehr mein Bauchgefühl war eigentlich so gut. ,sadness,40
3093,user07,user14,22,2021-06-16 15:08:18.532341+00:00,"Uns ist ein Fehler unterlaufen, Sie haben doch die Note 1.7. Hier ist uns ein Fehler unterlaufen und wir haben tatsächlich die Note verwechselt. ",surprise,40
3097,user07,user14,22,2021-06-16 15:08:32.115921+00:00,Ihre offizielle Note beträgt somit 1.7 ,joy,40
3102,user14,user07,22,2021-06-16 15:08:41.912220+00:00,Oh das freut mich jetzt wirklich sehr! ,joy,40
3111,user14,user07,22,2021-06-16 15:08:57.061168+00:00,Ich habe mich schon so gewundert! ,surprise,40
3114,user07,user14,22,2021-06-16 15:09:05.342583+00:00,"Es tut uns Leid, dass wir sie im glauben gelassen haben schlecht abgschnitten zu haben ",anticipation,40
3121,user14,user07,22,2021-06-16 15:09:16.279106+00:00,Vielen Dank jetzt bin ich sehr positiv überrascht. ,fear,40
3125,user14,user07,22,2021-06-16 15:09:21.629775+00:00,Kein Problem. ,trust,40
3133,user07,user14,22,2021-06-16 15:09:30.818945+00:00,Wir sind froh Ihnen ihre richtige Note mitteilen zu können. ,joy,40
3134,user14,user07,22,2021-06-16 15:09:32.192664+00:00,Vielen Dank für die Korrektur. ,joy,40
3138,user07,user14,22,2021-06-16 15:09:39.831305+00:00,Na dann noch weiterhin viel Erfolg! ,joy,40
3140,user14,user07,22,2021-06-16 15:09:40.683883+00:00,Danke. ,joy,40
1272,user11,user5,24,2021-06-14 19:12:50.149989+00:00,Hey!! ,joy,41
1277,user5,user11,24,2021-06-14 19:12:58.480291+00:00,"stell dir vor, der geile dönerladen nebenan musste einfach schließen ",fear,41
1294,user5,user11,24,2021-06-14 19:13:41.333640+00:00,das letzte jähr hat ihn wohl zu sehr in den Ruin getrieben ,sadness,41
1306,user5,user11,24,2021-06-14 19:14:10.840274+00:00,hab mich eh gefragt warum er erst so spät auf einen Lieferservice umgestellt hat ,fear,41
1308,user11,user5,24,2021-06-14 19:14:12.895470+00:00,"Ja ja ich weiss!  Ziemlich doof! Aber hab gehoert, dass der Koch jetzt runter zum Marienplatz gegangen ist. Da gibt es ein richtig gutes neues Restaurant mit Sitzplaetzen. Da ist er jetzt.",sadness,41
1317,user11,user5,24,2021-06-14 19:14:28.635797+00:00,Wollen wir da die Woche mal hingehen?? ,anticipation,41
1318,user5,user11,24,2021-06-14 19:14:31.575801+00:00,ach geil ,joy,41
1327,user11,user5,24,2021-06-14 19:14:48.449618+00:00,"Ja, damit haben viele zu kaempfen gehabt dieses Jahr. ",sadness,41
1334,user5,user11,24,2021-06-14 19:15:10.107972+00:00,soll das denn ein date werden Hans ? ,anticipation,41
1337,user11,user5,24,2021-06-14 19:15:17.870297+00:00,"Ja, super. Lass uns da mal hingehen. Freitag 18 Uhr? ",trust,41
1347,user11,user5,24,2021-06-14 19:15:42.460105+00:00,"Nenn es wie du willst, Marie! Ich will mit Dir da hin. ",trust,41
1349,user5,user11,24,2021-06-14 19:15:46.665183+00:00,du weisst dass ich mich seit 6 Wochen mit Dieter treffe und das etwas ernstes ist ,anger,41
1357,user5,user11,24,2021-06-14 19:16:14.643248+00:00,habe dir oft gesagt dass du das akzeptieren musst. das mit uns ist vorbei ! ,disgust,41
1358,user11,user5,24,2021-06-14 19:16:16.803045+00:00, ganz ehrlich... Ich mag Dieter nicht. Entscheide Dich! ,fear,41
1369,user5,user11,24,2021-06-14 19:16:32.136535+00:00,die Entscheidung ist gefallen ,joy,41
1372,user11,user5,24,2021-06-14 19:16:38.556754+00:00,"Ja, aber ich will Dich einfach nicht gehen lassen! ",trust,41
1379,user11,user5,24,2021-06-14 19:16:51.026952+00:00,"Ja, danke auch fuer nichts. ",anger,41
1380,user5,user11,24,2021-06-14 19:16:56.349970+00:00,finds super wie du dich um mich bemühst,joy,41
1383,user5,user11,24,2021-06-14 19:17:02.493987+00:00,ich will doch dich !!!,joy,41
1388,user5,user11,24,2021-06-14 19:17:09.481483+00:00,18 Uhr !! ,joy,41
1392,user11,user5,24,2021-06-14 19:17:13.882320+00:00,Dann geh doch mit Dieter in das Restaurant. ,disgust,41
1398,user11,user5,24,2021-06-14 19:17:28.733124+00:00,"Ja, nice... cool. ich will Dich sehen !! ",trust,41
1405,user11,user5,24,2021-06-14 19:17:41.125490+00:00,CU ,trust,41
3857,user16,user01,27,2021-06-16 15:32:15.941839+00:00,Hey! Alles fit? Hast du den Job gekriegt?,joy,42
3863,user01,user16,27,2021-06-16 15:32:36.012464+00:00,ich hab immer noch keine Rückmeldung,sadness,42
3865,user16,user01,27,2021-06-16 15:32:39.945030+00:00,"du meintest doch, das bewerbungsgespräch lief gut?",anticipation,42
3869,user16,user01,27,2021-06-16 15:32:47.989303+00:00,"oh, das überrascht mich... ",sadness,42
3872,user16,user01,27,2021-06-16 15:32:55.443409+00:00,ich dachte das wäre quasi sicher,fear,42
3875,user01,user16,27,2021-06-16 15:33:03.567584+00:00,"ja, schon, aber so lange Wartezeiten sind auch kein gutes Zeichen",sadness,42
3878,user01,user16,27,2021-06-16 15:33:15.717032+00:00,scheinbar doch nicht,sadness,42
3883,user16,user01,27,2021-06-16 15:33:32.160365+00:00,mach dir mal keinen Kopf.,anticipation,42
3884,user01,user16,27,2021-06-16 15:33:32.296490+00:00,"das würde mich so ärgern, wenn ich den Job nicht bekomm",anger,42
3897,user16,user01,27,2021-06-16 15:33:53.178618+00:00,"Bestimmt dauert das nur so lange, weil sie schon den Vertrag aufsetzen",joy,42
3912,user16,user01,27,2021-06-16 15:34:25.373127+00:00,ich bin mir sicher das klappt.,joy,42
3915,user01,user16,27,2021-06-16 15:34:27.562009+00:00,"haha, du siehst die Dinge auch immer positiv",trust,42
3917,user01,user16,27,2021-06-16 15:34:33.273214+00:00,danke ,trust,42
3922,user16,user01,27,2021-06-16 15:34:47.657677+00:00,Du musst so optimistisch werden wie ich! Das ist immer gut,joy,42
3928,user01,user16,27,2021-06-16 15:35:00.452862+00:00,hab ich auch das Gefühl,joy,42
3931,user01,user16,27,2021-06-16 15:35:09.793741+00:00,"hilft ja nix, wenn man sich Sorgen macht",joy,42
3947,user16,user01,27,2021-06-16 15:35:40.784967+00:00,selbst wenn es nicht klappt. Du findest sicher schnell was anders,joy,42
3964,user01,user16,27,2021-06-16 15:36:17.611858+00:00,hoffen wir es mal ,anticipation,42
4029,user06,user17,21,2021-06-16 15:38:23.407507+00:00,"Na, wie läuft's mit dem Wagen? Eine richtige Rakete, oder? ",joy,43
4061,user17,user06,21,2021-06-16 15:39:19.796350+00:00,Ja ,surprise,43
4064,user17,user06,21,2021-06-16 15:39:27.552944+00:00,Aber du ich muss dir was sagen ,surprise,43
4085,user06,user17,21,2021-06-16 15:40:05.946627+00:00,Was? ,surprise,43
4090,user17,user06,21,2021-06-16 15:40:19.380148+00:00,"Gerade war der ADAC da und hat ihn abgeschleppt  Nichts schlimmes, aber eine kleine Beule in der Kühlerhaube",sadness,43
4096,user06,user17,21,2021-06-16 15:40:37.602895+00:00,Willst du mich verarschen??? ,anger,43
4103,user17,user06,21,2021-06-16 15:40:52.841038+00:00,Schön wärs ,sadness,43
4107,user06,user17,21,2021-06-16 15:40:59.614422+00:00,Das Ding kostet 150000 Euro!! ,surprise,43
4120,user06,user17,21,2021-06-16 15:41:27.549812+00:00,"Ich hab doch gesagt, du sollst drauf aufpassen! ",anger,43
4126,user17,user06,21,2021-06-16 15:41:40.116268+00:00,Ja sorry bro ,sadness,43
