utterance,emotion,did
Was redest du da für einen Blödsinn?,anger,903
"Oh, hi, Mr. Treeger.",fear,804
Was soll denn das?,neutral,804
Ähm... Oh! Oh!,joy,804
"Ich habe eben den Müllschlucker freigeräumt, den Sie vollstopfen!",anger,804
"Bitte entschuldigen Sie. Ich bin nicht so oft hier, wissen Sie.",sadness,804
"Ah ja, Sie sind nicht so oft hier. Weil Sie eine kleine Prinzessin sind.",disgust,804
"Ah ja, Sie sind nicht so oft hier. Weil Sie eine kleine Prinzessin sind.",anger,804
"Sie denken, dass Sie hier einfach reinkommen können",anger,804
"Wie wäre es denn, wenn Sie mal nicht nur an sich denken würden?",anger,804
"Hey, Langer!",neutral,537
Ja. Aha. Verstehe.,neutral,537
"Hey, ich bin mit der Frau hier.",joy,537
Du kannst mit meiner tanzen.,anger,537
"Nein, aber ich hoffe, dass sich das ändert.",neutral,537
Du hast doch einen Job.,neutral,892
Du hast doch einen Job.,neutral,892
Woher kannst du denn so was?  So was mache ich zurzeit auch.,surprise,892
Woher kannst du denn so was?  So was mache ich zurzeit auch.,neutral,892
"Du, Joey? Probier mal.  Was ist es?",neutral,892
"Du, Joey? Probier mal.  Was ist es?",neutral,892
Er gibt einen Kurs für Restaurantkritiker an einer Schule.,neutral,892
Er gibt einen Kurs für Restaurantkritiker an einer Schule.,neutral,892
"Ich kann's nicht erwarten, die Zeitung aufzuschlagen.",joy,892
"Ich habe mich bei Monica getäuscht.""",joy,892
Als große Überschrift?,sadness,892
"Du hörst jetzt auf, dummes Zeug zu quatschen. Schnapp dir ein Telefon.",anger,664
"Meine Autorität ist einfach unschlagbar, oder?",neutral,664
"Wieso? Was ist denn mit ihm, hä?",neutral,664
Hey.,neutral,734
"Na, fabelhaft.",joy,734
Diese Kritiker sind doch meistens irgendwelche Blödmänner.,joy,734
"Ok, und ich gehe jetzt.",neutral,194
"Ja, schon ok. Verschwinden Sie gefälligst, ja?",anger,194
Bist du verrückt? Tut mir wirklich leid. Er steht wohl einfach auf Sie.,neutral,194
Hey.,neutral,194
(MURMELT),surprise,194
"Kann ich was für Sie tun?  Ja, bitte.",neutral,194
"Ja. Ha, ha.",neutral,507
"So, die Fenster sind sauber, die Kerzen sind angezündet.",joy,507
"So, die Fenster sind sauber, die Kerzen sind angezündet.",neutral,507
"Hab ich den Fisch umgedreht? Nein, weil ich Lasagne gemacht hab.",neutral,507
"Hab ich den Fisch umgedreht? Nein, weil ich Lasagne gemacht hab.",neutral,507
"Mach ich einen nervösen Eindruck?  Ach, es geht so.",neutral,507
"Mach ich einen nervösen Eindruck?  Ach, es geht so.",anger,507
"Sag mal, wie sehen eigentlich deine Verabredungen mit dem Jungen aus?",neutral,507
Was ist?,neutral,507
Ist heute vielleicht die Nacht der Nächte?,joy,507
Das weiß ich nicht. Er ist ein lieber Typ.,neutral,507
"Wenn es passiert, dann passiert es eben, so etwas plan ich doch nicht.",joy,507
Hast du dir die Beine rasiert?,neutral,507
"Ich find's immer noch unglaublich, wie Ross sich aufspielt.",anger,650
"Tja, ich auch. Er will immer gewinnen.",neutral,650
(LACHT),joy,650
Was?,neutral,650
Ich bitte dich!,disgust,650
Da bin ich anderer Meinung. Darf ich dich ans Ratespiel erinnern?,neutral,650
"Du bist ganz schön nachtragend, Rachel.",neutral,650
Oh.,joy,650
{\an} Ja.  Sieh dir das an.,neutral,738
{\an} Ja.  Sieh dir das an.,neutral,738
"{\an}Das sieht wie das Haus von Mom und Dad aus, oder?",neutral,738
{\an}Was ist mit dem Fenster auf der linken Seite?,surprise,738
{\an} Mom und Dad wollen ihr Haus verkaufen.  Und sie haben uns nichts gesagt.,anger,738
"<i>Leben Sie wohl, und möge Gott Sie behüten.</i>",neutral,772
"<i>Nicht so voreilig, Wesley.</i>",anger,772
"<i>Ramoray!</i>  <i>Ganz recht, Wesley.</i>",anger,772
"<i>Ramoray!</i>  <i>Ganz recht, Wesley.</i>",sadness,772
"Oh, Gott sei Dank!",joy,772
<i>Hope! Hope!</i>  <i>Drake.</i>,joy,772
<i>Sie werden nicht sterben.</i>,joy,772
"<i>Oh, Drake.</i>",joy,772
"<i>Oh, Drake.</i>",joy,772
Na fein.,joy,772
Dann wollen wir mal.,joy,772
Ok. Ähm.,joy,772
"Hi, Joey, hier ist Rachel.",joy,772
"Hi, Joey, hier ist Rachel.",joy,772
"Also, morgen Abend habe ich für dich Zeit.",neutral,772
"Ja, natürlich kann ich Sandwiches mitbringen.",neutral,772
"{\an} Ich bin fertig. Lies meine.  Ja, gern.",neutral,860
Und dein Busen! Mm!,surprise,860
Ok. Ähem.,neutral,860
"Hör mal, du bist ja ein Draufgänger.",fear,860
"Aber, äh, ich will das zu deinem Vorteil auslegen.",neutral,860
"Fangen wir von vorne an, ok? Erzähl mir von dir.",neutral,860
"Ja, gut.  Fein.",neutral,860
Ich verfasse erotische Romane,neutral,860
Was?  Aber ich finde keine Abnehmer.,surprise,860
Was?  Aber ich finde keine Abnehmer.,neutral,860
"Oh, mein Gott.",disgust,860
"Ich möchte noch erwähnen, dass ich einen Doktor habe.",neutral,860
Wow! Ist das wahr?  Einen großen sogar...,surprise,860
Es reicht!,disgust,860
Das hast du wirklich gemerkt?,neutral,373
"Ja, ist gut.  Schön! Und die Rechnung bezahle ich.",neutral,373
"Ja, ist gut.  Schön! Und die Rechnung bezahle ich.",joy,373
"<i>Willkommen, Freunde!</i> <i>Willkommen bei</i> Amazing Discoveries!",joy,88
"Oh, das müssen wir uns ansehen!",joy,88
Können wir nicht umschalten?  Psst!,disgust,88
"<i>Ist Ihnen das auch schon mal passiert?</i> <i>Sie holen sich Milch,</i>",neutral,88
"<i>Ist Ihnen das auch schon mal passiert?</i> <i>Sie holen sich Milch,</i>",neutral,88
"<i>Sie sagen es, Mike.</i>",anger,88
"<i> Gibt's keine bessere Methode?</i> <i> Doch, natürlich, Kevin!</i>",neutral,88
"Können wir das nicht ausmachen?  Auf keinen Fall, Kevin!",sadness,88
"Können wir das nicht ausmachen?  Auf keinen Fall, Kevin!",joy,88
"<i>Es gibt eine neue revolutionäre Methode,</i> <i>die Ihnen garantiert,</i>",neutral,88
"Na, bist du fasziniert?  Ritschratsch unglaublich!",joy,88
"Na, bist du fasziniert?  Ritschratsch unglaublich!",surprise,88
"<i>Das ist eine Premiere.</i> <i>Sie werden sehen, wie leicht es geht.</i>",neutral,88
Wie lange geht das bitte schon?,surprise,88
"Weißt du, Alexandra hat...  Oh, sie hat einen Namen?",surprise,88
"Weißt du, Alexandra hat...  Oh, sie hat einen Namen?",neutral,88
"Nicht böse sein, ja?",sadness,88
"Ok, zu spät. Ich verschwinde. Na, komm, Chandler, wir gehen.",anger,88
"Weißt du, Phoebe, ich habe...",neutral,88
"Du kennst doch Charlie, oder?",neutral,88
"Ich muss mir selbst treu bleiben.  So ist's richtig, Pheebs.",joy,88
Ich habe das nicht so gemeint.,neutral,88
"Keine Angst, Ross. Wird nicht wehtun.",neutral,681
"Entschuldige, das war Wachs.",neutral,681
"Wieso schmeißen wir die ""arme Katze"" nicht einfach raus?",disgust,681
Ja?,neutral,681
Wieso machst du so was?,anger,192
"Du hast das mit dem Mädchen mitgebracht,",anger,192
"Du hast das mit dem Mädchen mitgebracht,",anger,192
"Nein, das Baby macht dir Angst.  Angst kriege ich durch das Mädchen.",neutral,192
Durch das Baby.  Wieso sollte mir das Angst machen?,neutral,192
Wie kann dir ein kleines Mädchen Angst einjagen?,anger,192
Könnt ihr bitte etwas langsamer reden?,neutral,192
"Über das, was wir nicht tun sollten.",joy,192
Entschuldige mal!,surprise,192
"Und ich schreibe darüber, dass alles überwindbar ist, wenn man sich liebt.",neutral,192
"Und dass man jeden Blödsinn erzählen kann, solange es sich hübsch anhört.",neutral,192
"Danke, sehr freundlich.",neutral,864
"Das sind alle Smokings. Wenn dir einer gefällt, können wir ins Geschäft kommen.",neutral,864
Du kannst dir hier einen aussuchen. Die  sind von Monica bewilligt worden.,neutral,864
Und ich möchte dich sehr gern zu meiner Hochzeit einladen.,joy,864
Ich bin Monicas Brautjungfer.,anger,864
Alles Gute.,joy,56
Sie ist dieses Victoria Secret Model.,surprise,56
"Hi, Mom, hier ist Jill.",neutral,56
Sie hat recht. Es ist Jill. Jill Goodacre.,surprise,56
Mir geht es gut. Ich bin hier nur in einer Bank eingeschlossen.,neutral,56
Jill sagt Vestibül.,neutral,56
Mir geht's gut.,neutral,56
"Oh, irgend so ein junger Mann. Sehr schön, junger Mann.",joy,56
"Es tut mir so leid.  <i>Joey, auf die Bühne!</i>",anger,56
Aber kannst du nicht noch das Stück abwarten?,sadness,56
Ich bringe dich zum Flughafen. Ich möchte mich doch verabschieden.,sadness,56
Ich bringe dich zum Flughafen. Ich möchte mich doch verabschieden.,neutral,56
"<i>Wo bist du, Vic?</i>",neutral,56
Mein Flugzeug geht in einer Stunde. Ich fahre jetzt los.,sadness,56
<i>Vic?</i>,anger,56
Das soll schon alles gewesen sein?,sadness,56
"Ja, wenn es auch wehtut.",sadness,56
"Hör zu, ich, ähm...",sadness,56
Ich werde dich niemals vergessen.,sadness,56
"Aber wir  sind nun mal Verpflichtungen eingegangen,",sadness,56
Und deswegen,sadness,56
Das ist unser Kind.,neutral,56
"Und wenn ich dann in  Jahren zurückkomme,",sadness,56
Und ich werde noch frisch und knackig sein.,neutral,56
"Ich wünsche dir alles Gute, Vic!",sadness,56
Ja.,joy,777
"Äh, sie will nicht  Abende hintereinander mit euch verbringen.",neutral,777
Da wäre die alte Zeit.,neutral,777
"Ich muss sagen, dass Rachel ein gutes Auge für solche Sachen hat.",neutral,777
"dann sollte Rachel dir helfen.  Oh, er wird meine Hilfe nicht brauchen.",neutral,777
Er sollte sich von seinem Zeug trennen. Wie nennst du die Sachen?,joy,777
Wirklich?,surprise,777
"Da du ja gut beurteilen kannst, was ich noch gebrauchen könnte,",neutral,777
"Da du ja gut beurteilen kannst, was ich noch gebrauchen könnte,",surprise,777
"Ich würde wetten, dass Phoebe das nicht möchte.",joy,777
"Doch!  Doch, sie hat Lust.",joy,777
"Ja, sie hat Lust.  Ja!",neutral,777
Licht!,neutral,319
"Oh. Na also, es geht doch. Ha, ha.",joy,319
"Du, äh, weißt doch sicher noch, dass ich mit dir reden wollte, Monica.",neutral,319
"Weißt du, ich habe über sehr vieles nachgedacht.",neutral,319
Und?,neutral,319
"Mir ist klar geworden, dass ich schon viel erreicht habe,",anger,319
Das hast du aber schön gesagt!  Nur eins fehlt zu meinem Glück.,surprise,319
Und das wäre?,neutral,319
Und nun möchte ich gern in die sportliche Welt.,neutral,319
"Monica, ich habe mir was vorgenommen.",neutral,319
Was willst du werden?,surprise,319
"Kannst du mir mal sagen, worum es hier geht?",surprise,319
Mein Trainer Hoshi hat mir neulich eine Kombination zwischen,neutral,319
"Ich nehme an, dass du dafür einen RingDesigner beauftragt hast.",joy,319
"Monica, ich will, dass du in der ersten Reihe sitzt, wenn ich gewinne.",joy,319
"Ich will, dass du so nah dranstehst, dass du das Blut schnuppern kannst.",joy,319
Was sagst du dazu?,neutral,319
"Ich glaube, dass meine Eltern überglücklich sein werden.",disgust,319
Ich nehme es auf der Stelle mit dir auf. Traust du dich?,anger,570
Na schön.,neutral,570
Fertig?,joy,570
"Ok, hey, wisst ihr was?",neutral,570
"Ich, der Angreifér?  Ja, genau.",neutral,887
Verstehe ich nicht.,surprise,887
"Ich habe versucht,  Frauen zu überfallen. Es hat nicht funktioniert.",neutral,887
Was?  Das waren  Freundinnen von mir.,surprise,887
Was?  Das waren  Freundinnen von mir.,neutral,887
Sie haben Ihre Exfrau überfallen?,anger,887
"Oh nein, nein.",surprise,887
Ich habe es doch nur versucht.,surprise,887
"Aber es ging nicht, und deswegen habe ich Sie aufgesucht.",anger,887
"Aber es ging nicht, und deswegen habe ich Sie aufgesucht.",neutral,887
"Wie wär's, wenn wir sie zusammen überfallen würden?",neutral,887
Das darf ich wohl als Nein auffassen.,neutral,887
"Denkst du, dass mein Sohn für eine Ausrede herhalten müsste?",joy,598
"Gut, entschuldige.",neutral,598
Nun bastele ich mir einen Ben.,neutral,598
"{\an} Eine Frage. James Brolin?  Oh, ich weiß.",neutral,889
{\an} Ed Begley Jr. ist nicht schwul.  Wirklich nicht?,neutral,889
Wirklich?,surprise,889
"Es hat mir geholfen, dein Gesicht in der Menge zu sehen.",joy,610
Warum sollte ich ihn vorstellen?,neutral,818
Ich bringe einen Mann mit und innerhalb von  Minuten,disgust,818
haben sie ihn zerpflückt wie Coyoten.,joy,818
Deine Freunde passen nur auf dich auf.,neutral,818
"Ich wünschte nur, ich würde mal einen nach Hause bringen, der ihnen gefällt.",sadness,818
"Die Wahrscheinlichkeit, dass das mal passiert ist noch geringer,",neutral,818
Oh. Oh!,neutral,907
"Moment! Eine Zigarette am Baum auszudrücken, geht nun wirklich nicht.",anger,907
Das ging einwandfrei.,neutral,907
Aber das soll man nicht. Tun Sie das nie wieder.,anger,907
"Ok. Erst dann wieder, wenn ich die Nächste rauche.",anger,907
Was?,surprise,907
Sie haben richtig gehört. Sie sind ziemlich verhaftet.,anger,907
"Kennen Sie hier irgendeinen?  Ruhe, Rotschöpfchen!",surprise,907
"Sie entschuldigen sich bei dem Baum, oder ich werfe Sie ins Gefängnis.",disgust,907
Ich entschuldige mich nicht bei einem Baum.,neutral,907
"Ok, es tut mir leid!",fear,907
Ich brauche keine Verstärkung mehr! Ich brauche keine Verstärkung mehr!,neutral,907
"Wie wär's, wenn du mal den Müll rausbringen würdest?",neutral,1
"Du musst durchhalten, halte durch. Pressen.",neutral,1
"Immer raus damit, immer raus damit. Und dann weg.",joy,1
"Alle schnappen sich den Ball! Hey, hey.",joy,1
Und dann bringen wir...,joy,1
"Pressen, pressen, pressen.",joy,1
"Pressen, pressen, pressen.",joy,1
"Pressen, pressen, pressen.",joy,1
"Oder wir  gehen einfach zur Bank,",neutral,1
Das ist einfach genial!,joy,1
"Ja, aber dann sind wir beide doch überhaupt keine ""Bankfreunde"" mehr.",sadness,1
"Noch ein Grund, das Konto aufzulösen!",neutral,1
Ich habe euch doch von diesem knackigen Kunden erzählt.,neutral,1
Und wohin?,surprise,1
"Ich weiß ja, dass es nicht richtig ist, aber in dem Moment",surprise,1
"Ich weiß ja, dass es nicht richtig ist, aber in dem Moment",anger,1
"Du musst versuchen, dich abzulenken, wenn er das nächste Mal vor dir liegt.",neutral,1
"Ja, genau, da hat sie recht. Das mache ich auch immer,",joy,1
"Danke, Joey.  Nein, ich danke dir.",neutral,1
"Danke, Joey.  Nein, ich danke dir.",neutral,1
"Tja, ich werde jetzt sehen, ob ich ein Zimmer bekommen kann.",neutral,1
"Weißt du, was noch spendabler wäre?  Ich weiß, was du sagen willst.",anger,495
"Hey, warte mal, warte, Joey.",anger,901
Ein Mountainbike wäre mir lieber.,neutral,901
Janice hat bald Geburtstag und ich möchte ihr etwas Besonderes schenken.,neutral,901
"Gehen wir mal rein.  Halt, halt, halt. warte. Halt.",surprise,901
"oder Pralinen, schenk ihr Kaugummi. Das mögen Frauen.",anger,901
"Sehr gute Idee. ""Alles Gute und einen HubbaBubbaGeburtstag.""",disgust,901
"Ach so, was Richtiges.",neutral,901
"Da wüsste ich auch schon was. Schenk ihr, ähm,",neutral,901
Das wäre doch was Reelles.,neutral,901
"Ich gehe jetzt rein. Du versprichst, mir nie etwas zu schenken!",anger,901
"Geh nicht. Du kannst ihr keinen Schmuck kaufen,",fear,901
Und wieso nicht?,surprise,901
"Oh, Gott. Äh, ok.",neutral,901
Die Sache ist... Die Sache ist...,sadness,901
Ich war beim Matratzenkönig im Ausstellungsraum und,sadness,901
Was?,surprise,901
Sie waren in seinem Büro.,neutral,901
"Aber das würde sie niemals tun, sie ist mit mir zusammen.",sadness,901
"{\an}Das ist, ähm, unser Lieblingscafé. Ja und da trete ich manchmal auf.",neutral,781
Ist ja super.  Das da sind meine Freunde.,joy,781
"Wir hocken alle zusammen, Julie.",neutral,142
"Begrüßt Julie, die gerade in New Mexico ist!",joy,142
"Gut, sehr schön.",neutral,142
"Die Braut ist schwanger, der Bräutigam ist weg und ich halte das immer noch in der Hand.",neutral,11
Wir sind jetzt aber spät dran. Los doch.,neutral,11
Hört sich wohl so an.,neutral,11
Bitte sehr.  Danke. Wo ist der andere?,neutral,11
Was? Du willst beide? Das kann doch nicht sein.,surprise,11
"Rachel Karen Green, wo ist der andere?",anger,11
Aber flipp nicht aus. Ich habe ihn verloren.,fear,11
"Er ist in der Wohnung, aber ich kann dir nicht sagen, wo.",neutral,11
Wie soll ich ihr das erklären? Sie will sie heute tragen.,fear,11
"Sag ihr, sie soll ihre tragen.  Das sind ihre Ohrringe.",anger,11
Das darf doch nicht wahr sein!,anger,11
Wir müssen was unternehmen!,sadness,11
"Joey kann nicht kommen. Ich sehe mich um, ob andere Hochzeiten stattfinden.",fear,11
"Aber sag nicht, dass Monica schwanger ist, das hören sie nicht gern.",neutral,11
"Ja, klar.",neutral,11
"Es ist nur nicht das,",sadness,221
"""Hi, Barry. Kennst du mich noch? Ich bin das Mädchen,",neutral,221
Der Kerl macht meinem Namen keine Ehre.  Ja.,neutral,221
"Ok, ok!",neutral,221
Ich weiß nicht.  Sie sind verreist.,neutral,221
Ach so.,surprise,221
Die Wohnung ist supergroß und liegt direkt an einem Park.,neutral,221
"Die können es riechen, wenn jemand Angst vor ihnen hat.",fear,221
Entschuldige die Verspätung. Ich wurde im Büro aufgehalten,neutral,221
Mir...,neutral,221
Darauf habe ich jetzt auch noch keine Antwort.,anger,430
"Ich flehe dich an, sag Rachel nichts davon.",neutral,430
"Halt, Stopp! Stopp! Phoebe!",sadness,430
Was soll der Blödsinn?,surprise,430
Das war eine Verwechslung. Tut mir leid.,neutral,430
"Dann musst du dich aber beeilen. Fahren Sie zur Kirche, na los!",surprise,430
Nein!,anger,430
Du bist schon ziemlich lange im Bad.,fear,569
"Ja, ist gut, ich komme raus.",neutral,569
"Nein, ich denke ja gar nicht daran. Ich werde das Licht anlassen.",neutral,569
"Ich glaube, ich sehe nicht richtig.",surprise,569
Fünf.  Ok.,neutral,120
Klar.  Ok.,joy,120
Klar.  Ok.,neutral,120
mit einem MahagoniSchlittenbett und  Nachttischen und Blumen.,joy,120
"Mit Kommentarkästchen, da schreiben die Gäste auf, wie's ihnen gefallen hat.",joy,120
Ich habe mir noch nicht so viele Gedanken darüber gemacht.,neutral,120
"Wirklich eine schöne ldee. Ganz wunderbar. Ha, ha.",joy,120
"Ich habe mir vorgestellt, wie super ein Spielzimmer wäre.",neutral,120
"Da könnte man sich so Spielautomaten besorgen,",neutral,120
Nein.,joy,120
Nein.,disgust,120
Oh. Entschuldige. Natürlich.,disgust,120
"Ich finde, dass Spielautomaten nicht in ein Gästezimmer passen.",neutral,120
"Da wäre Asteroids perfekt, das ist ein ganz altes Spiel.",neutral,120
Was spricht gegen ein Gästezimmer?,anger,120
"Ja, eigentlich gar nichts.",anger,120
Ein Gästezimmer ist blöd?,anger,120
Wie kommst du darauf? Ein Gästezimmer ist saublöd.,neutral,120
Unsere Wohnung verwetten? Das gefällt mir nicht.,fear,120
Ich habe doch aber bis jetzt jede Frage richtig beantwortet!,joy,120
"Nein, ich wollte dir nur zeigen, dass sie nicht zittert. Also?",neutral,120
"So, die Männer fangen an.",neutral,120
Ok.,neutral,120
Ihr habt genau  Sekunden Zeit.,neutral,120
Fette Torfrau!  Richtig!,neutral,120
"""Rachels Lieblingsfilm, wie sie behauptet?""",neutral,120
<i> Gefährliche Liebschaften.</i>  Richtig.,neutral,120
"""Ihr wirklicher Lieblingsfilm?"" <i> Immer Ärger mit Bernie.</i>",neutral,120
"""Ihr wirklicher Lieblingsfilm?"" <i> Immer Ärger mit Bernie.</i>",neutral,120
"Sag ihr, sie soll ihre tragen.  Das sind ihre Ohrringe.",neutral,812
Und deswegen riechen andere Gasarten eben auch.,neutral,812
{\an} Sehen die aus wie die anderen?  Auf jeden Fall.,neutral,812
{\an} Bist du so weit?  Ja.,joy,812
{\an} Du bist bildhübsch.  Oh.,joy,812
{\an} Und ich mache dich noch glücklicher.  Mhmhm.,joy,812
"{\an} Zeig mir die Ohrringe.  Ja, die Ohrringe.",neutral,812
{\an}Die sehen einfach toll aus.,joy,812
{\an}Mein Supermann hat auch ansonsten so seine Vorzüge.,joy,812
"{\an} Danke, du hast einen guten Geschmack.  Mhmhm.",neutral,812
"Wenn wir zusammenziehen, krieg ich einen Kaugummiautomaten?",neutral,926
Aber ja. Hat dir Joey so was nicht erlaubt?,sadness,926
"Nein, wenn's um Süßigkeiten ging, war der Mann ganz schön streng.",sadness,926
"Hast du ihm schon gesagt, dass du ausziehst?",neutral,926
"Nein, ich hab's versucht.  ""Joey, ich muss...""",anger,926
"Dann habe ich mich nicht getraut und sagte nur, dass ich mal muss.",sadness,926
"Er denkt, ich bin krank.",neutral,926
Ich muss es Rachel beibringen. Wir müssen es hinter uns bringen.,neutral,926
"Wenn wir sie das nächste Mal sehen, sagen wir es ihnen.",neutral,926
"Wenn wir sie das nächste Mal sehen, sagen wir es ihnen.",neutral,926
"Geht das so weiter, dass du mir sagst, was ich zu tun habe?",joy,926
Ich glaube ja.  Na gut.,neutral,926
Ich glaube ja.  Na gut.,neutral,926
"Hey, Monica. Na, Mann? Geht's besser?",neutral,926
"Hey, Monica. Na, Mann? Geht's besser?",joy,926
Joey.,neutral,926
"Ach, du meine Güte!",surprise,926
Chandler?  Ja.,neutral,770
Wir  sind doch nicht blöd.,anger,770
Ich finde die Zimmer in Ordnung.,neutral,770
"Suchst du dir bitte eins aus,",anger,770
Das hier ist doch schön.  Nun ist alles vorbei. Mist.,neutral,770
Würdest du den Fernseher ausschalten? Wir wollen doch nicht fernsehen.,disgust,770
Störe ich dich bei deinem ZimmerchenWechselSpiel?,anger,770
Sprich nicht so schlecht über Tote.,anger,770
Wir beide wollten doch ein romantisches Wochenende verbringen.,anger,770
Ich wollte doch nur ein bisschen fernsehen.,sadness,770
Was hast du gesagt?,anger,770
"""Reg dich nicht so auf, Mon.""",fear,770
"{\an}""Und zwar für <i>Reserviert für  Uhr</i> von Neil Simon.",neutral,522
{\an}Ok.,joy,522
Häh.,joy,386
"Bitte seien Sie nicht böse, diesen Platz habe ich für Ross reserviert.",neutral,333
Sie meinen Dr. Geller?,neutral,333
"Doktor? Ich wusste nicht, dass er hier so genannt wird.",surprise,333
Er wird sich nicht hier hinsetzen.,neutral,333
Leute in weißen Kitteln setzen sich nur da drüben hin.,neutral,333
Bitte!,anger,716
"Wenn ich der Einzige bin, der die Unantastbarkeit des Wortes würdigt,",anger,716
Das wäre doch nicht nötig gewesen.,neutral,370
"Los, komm her, hoch mit dir.",joy,370
{\an}(MIT FISTELSTIMME) Ich bin ein Außerirdischer.,neutral,370
"Nein, aber er hat mir  Tickets geschenkt, und wir sind .",neutral,183
Hi.  Suchen Sie jemanden?,neutral,183
"Ich fand's auch toll, als mein Bild da oben hing.",neutral,183
Hi.,neutral,183
Phoebe.  Tada.,surprise,183
Lass dich anschauen. Du siehst ja einfach toll aus.,joy,183
Findest du? Danke.,neutral,183
Du siehst auch gut aus. Du funkelst so schön.,neutral,183
Ich erinnere mich noch genau an deinen King Friday in Mr. Roger's <i>Ice Is Nice</i>.,neutral,183
"Du hast gesagt, dass ich es schaffen werde.",joy,183
"Ach, du hast mir so gefehlt.",neutral,183
Ich muss mich umziehen.  Ok.,neutral,183
"Ähm, du...",neutral,183
"Ja, natürlich, ich verstehe.",neutral,183
Olé.  Was?,neutral,183
Du als Matador...,joy,183
Was kann ich für Sie tun?,neutral,183
"Der ist nicht da.  Oh, das ist ja blöd!",anger,183
"Der ist nicht da.  Oh, das ist ja blöd!",neutral,183
"Bestellen Sie ihm doch, dass Joey Tribbiani seine Wäsche abgegeben hat.",neutral,183
"Es gibt hier  Personen, die Ihr Foto vielleicht aufhängen würden.",neutral,183
"Ach, wirklich?",neutral,183
Ich wollte dir noch was sagen.,neutral,1031
"Entschuldigen Sie bitte, Doug.",joy,1031
Bing! Haben Sie die Aufstellung gemacht?,joy,1031
"Ich bin hoch erfreut, dass ich ihn behalten darf.",joy,71
"Ja, ich freue mich auch.",neutral,71
"Wusstest du, dass der in der Kopfstütze integrierte Lautsprecher hat?",surprise,71
"Nein, wirklich?  Ja.",surprise,71
Du kannst damit fernsehen oder auch Radio hören.,joy,71
Mein Sessel heilt sich selbst.,neutral,71
"Es ist wirklich cool, dass dieser Typ aus Neapel kommt.",joy,71
Ja.  Meine ganze Familie kommt aus Neapel.,neutral,71
Ja.  Meine ganze Familie kommt aus Neapel.,joy,71
"Ich kann es wirklich gut verstehen,",neutral,71
"dass Sie sich vergewissern wollen, dass ich keine Narben habe.",neutral,71
"Tja, hier wäre das gute Stück. Das bin ich.",neutral,71
Morning's here,joy,126
Würden Sie das bitte unterlassen? Es ist doch Wochenende!,anger,126
"Na, hören Sie mal!",joy,126
Ich hasse diese Wohnung!,neutral,126
Ist das dein Ernst? Ich finde ihn Klasse!,joy,126
Hör auf damit!,anger,126
"Mein Zimmer ist groß genug, ich bin zufrieden.",neutral,126
Du hast ja noch nicht mal ein Bett. Du schläfst auf dem Boden!,anger,126
Ich habe dein Gejaule einfach satt.,neutral,126
"Entschuldige, du hast recht.",sadness,126
"Es tut mir so leid, Monica.",neutral,126
Die Wohnung ist bezaubernd.,neutral,126
"Halt die Klappe, die Wohnung ist ein Loch.",anger,126
"Ja, genau, und das finde ich schön.  Mhmhm.",joy,126
"Ein Gefühl, als wären wir die einzigen Menschen auf der Welt.",joy,126
Was ist passiert?,neutral,126
"Nein, hier gibt es keine Bären.",neutral,126
Kriege ich bitte eine Cola light?,neutral,126
Natürlich. Ich komme gleich wieder.  Ich warte.,neutral,126
Was willst du denn hier?  Was willst du hier?,surprise,126
Was willst du denn hier?  Was willst du hier?,neutral,126
"Raus hier, und zwar schnell.",anger,126
Ah. Danke schön!  Cola light.,joy,126
"Ich glaube nicht, dass er den letzten übertreffen kann.",anger,200
"Das Grauenvolle ist, dass ich schuld daran bin. Ich habe ihm gesagt,",surprise,200
"Und? Hat er sich gefreut?  Nein, 'ne Abfuhr habe ich bekommen.",neutral,200
"Und? Hat er sich gefreut?  Nein, 'ne Abfuhr habe ich bekommen.",anger,200
"Was?  Ja, genau.",surprise,200
Nun sage ich dir mal was.,anger,200
Über seinen Ärger wollte er nicht mit uns sprechen.,anger,200
Ist gut.  Wir zeigen es ihm.,joy,200
"Er war in meinem Zimmer. Wenn sie ihn nicht hat,",surprise,200
Psst. Wir müssen nachdenken.,anger,200
Kann ich Sie mal sprechen?  Was gibt's?,neutral,879
"Au! Hey, was fällt Ihnen ein? Sind Sie irre?",neutral,1036
{\an}Hey! Stanley! Hey.,joy,1036
"Ähm, die Pläne haben sich geändert. Wir brechen ab.",sadness,1036
Was? Wieso denn?,surprise,1036
Es geht wie immer ums Geld. Wir haben keins.,sadness,1036
"Ha, ha. Das ist nur ein Scherz!  Nein.",surprise,1036
Was?,surprise,1036
Was? Geduld ist alles?,sadness,1036
Ich weiß es nicht. Eine Woche oder vielleicht auch zwei. Das wird schon.,neutral,1036
Ich weiß es nicht. Eine Woche oder vielleicht auch zwei. Das wird schon.,neutral,1036
"Es gibt viele Leute, die in Filme investieren. Sind Sie reich?",neutral,1036
Leider nicht.  Hätte ja sein können.,neutral,1036
Leider nicht.  Hätte ja sein können.,anger,1036
Sind Sie Joey Tribbiani?  Ja.,neutral,1036
Die wurden für Sie abgegeben.  Danke.,neutral,1036
"{\an}Ja, ich werde dir das abnehmen.",anger,637
Und die haben $ gekostet. Das ist das Limit. Du hast verloren!,joy,637
"Die Blumen habe ich ihr vor dem eigentlichen Date geschickt,",anger,637
"Wenn du möchtest, kann ich auch die Regeln brechen.",anger,637
